Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Age,Month_register,Sum_Purchases,Count_Campaigns,Count_Purchases,Children,Family_Size,Marital_Status_Children,target
Graduation,Single,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,37,34,424,0,14,1,2,Family with Children,0
Graduation,Single,79803.0,0,1,54,574,8,216,21,16,33,1,4,3,5,1,0,58,24,868,0,12,1,2,Family with Children,0
2n Cycle,Single,80910.0,0,0,71,160,80,369,67,39,41,1,3,3,8,1,0,30,44,756,0,14,0,1,Single,2
Master,Relationship,27590.0,1,0,38,6,0,5,0,0,1,1,1,0,2,7,0,34,38,12,0,3,1,3,Family with Children,1
Graduation,Relationship,56775.0,0,1,62,614,35,160,58,35,35,2,5,8,10,5,0,37,41,937,0,23,1,3,Family with Children,0
Graduation,Single,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,0,41,32,1862,4,17,0,1,Single,2
2n Cycle,Relationship,54210.0,0,1,18,70,54,109,80,9,45,2,4,1,7,5,0,37,37,367,0,12,1,3,Family with Children,0
Graduation,Relationship,38508.0,1,0,95,120,19,206,25,19,54,6,7,2,5,8,0,30,34,443,0,14,1,3,Family with Children,1
Graduation,Relationship,53187.0,1,0,66,211,2,30,7,7,10,2,4,1,6,5,0,46,32,267,0,11,1,3,Family with Children,1
Graduation,Relationship,30023.0,1,0,28,11,0,16,7,6,21,1,2,0,3,8,0,44,27,61,0,5,1,3,Family with Children,1
PhD,Single,76045.0,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,56,31,1323,1,20,0,1,Single,2
PhD,Relationship,50870.0,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,64,24,63,0,5,1,3,Family with Children,1
2n Cycle,Relationship,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,46,34,64,0,6,0,2,Relationship,1
2n Cycle,Relationship,65463.0,1,0,17,391,32,70,21,32,16,2,6,2,9,5,0,42,29,562,1,17,1,3,Family with Children,0
Graduation,Relationship,66480.0,1,1,71,199,9,57,20,21,6,7,4,1,7,4,0,51,25,312,0,12,2,4,Family with Children,0
Graduation,Single,76773.0,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,62,40,1156,0,15,0,1,Single,2
2n Cycle,Single,81698.0,0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,33,39,1104,2,15,0,1,Single,2
PhD,Single,54466.0,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,43,28,16,0,3,2,3,Family with Children,1
Master,Single,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,56,28,2008,1,19,0,1,Single,2
PhD,Single,16269.0,1,0,75,19,3,18,3,1,0,3,3,0,3,8,0,32,34,44,0,6,1,2,Family with Children,1
Graduation,Relationship,71819.0,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,0,45,34,1574,2,11,1,3,Family with Children,0
PhD,Relationship,33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,0,33,32,63,2,4,1,3,Family with Children,1
Master,Relationship,36262.0,0,0,24,88,39,54,64,28,153,1,3,5,3,6,0,33,33,426,2,11,0,2,Relationship,2
Basic,Relationship,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,50,41,96,0,5,0,2,Relationship,1
2n Cycle,Relationship,47025.0,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,38,33,635,0,18,1,3,Family with Children,0
Graduation,Single,70566.0,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,48,32,757,0,20,1,2,Family with Children,0
PhD,Relationship,31605.0,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,37,43,125,0,7,1,3,Family with Children,1
Master,Single,52034.0,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,43,37,332,0,11,2,3,Family with Children,1
Graduation,Single,48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,37,30,135,0,7,1,2,Family with Children,1
Graduation,Relationship,46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,62,43,330,0,12,1,3,Family with Children,0
Graduation,Single,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,54,42,384,1,13,2,3,Family with Children,0
Graduation,Single,86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,50,46,1722,0,14,2,3,Family with Children,0
Graduation,Relationship,46931.0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,39,26,78,0,5,3,5,Family with Children,1
Basic,Single,16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,31,41,24,0,3,0,1,Single,1
2n Cycle,Single,63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,64,30,1168,1,24,0,1,Single,2
Master,Relationship,67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,65,41,957,1,13,1,3,Family with Children,0
Graduation,Single,25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,49,32,15,0,3,2,3,Family with Children,1
Graduation,Relationship,42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,38,24,57,0,4,1,3,Family with Children,1
Graduation,Relationship,85606.0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,40,43,1956,1,22,1,3,Family with Children,2
Graduation,Single,72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,31,32,2013,4,20,0,1,Single,2
2n Cycle,Relationship,49669.0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,42,25,326,0,12,1,3,Family with Children,1
PhD,Relationship,36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,48,46,77,0,6,2,4,Family with Children,1
PhD,Single,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,54,37,1313,1,19,0,1,Single,2
Master,Single,10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,27,25,30,0,6,0,1,Single,1
Graduation,Relationship,49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,55,40,315,0,12,1,3,Family with Children,1
Master,Relationship,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,63,36,660,0,18,1,3,Family with Children,0
Graduation,Relationship,37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,27,41,74,0,6,1,3,Family with Children,1
2n Cycle,Single,21282.0,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,38,25,46,0,5,1,2,Family with Children,1
PhD,Single,33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,54,34,86,0,6,1,2,Family with Children,1
Graduation,Single,63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,71,31,1103,0,24,0,1,Single,2
Master,Relationship,21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,42,29,61,0,7,1,3,Family with Children,1
Graduation,Relationship,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,0,35,31,145,2,7,1,3,Family with Children,1
Graduation,Relationship,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,60,45,684,0,19,2,4,Family with Children,0
PhD,Relationship,57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,62,31,411,0,14,1,3,Family with Children,0
Graduation,Single,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,0,30,44,27,2,3,1,2,Family with Children,1
PhD,Single,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,73,35,1060,0,25,0,1,Single,2
Graduation,Relationship,68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,52,46,1459,0,21,1,3,Family with Children,0
Graduation,Relationship,7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,37,46,18,0,3,1,3,Family with Children,1
Graduation,Relationship,83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,42,45,1833,2,25,0,2,Relationship,2
Master,Relationship,54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,56,26,237,0,10,1,3,Family with Children,1
PhD,Single,23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,53,25,48,0,6,2,3,Family with Children,1
Graduation,Relationship,46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,40,35,515,1,16,2,4,Family with Children,0
Graduation,Relationship,56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,42,42,1020,0,14,0,2,Relationship,2
Graduation,Relationship,79410.0,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,55,25,1370,0,10,0,2,Relationship,2
Graduation,Relationship,57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,65,39,1026,0,23,1,3,Family with Children,0
Graduation,Relationship,44375.0,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,51,27,301,0,11,1,3,Family with Children,1
Graduation,Relationship,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,60,45,684,0,19,2,4,Family with Children,0
Graduation,Relationship,59594.0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,51,44,499,1,16,1,3,Family with Children,0
Graduation,Relationship,80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,22,46,1004,0,20,0,2,Relationship,2
PhD,Relationship,40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,42,32,218,0,10,1,3,Family with Children,1
Graduation,Relationship,62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,44,37,606,0,18,1,3,Family with Children,0
2n Cycle,Relationship,48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,48,35,75,0,5,1,3,Family with Children,1
Graduation,Relationship,35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,48,46,106,0,6,3,5,Family with Children,1
Graduation,Relationship,77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,68,37,990,0,16,0,2,Relationship,2
Graduation,Single,81657.0,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,47,29,1097,0,15,0,1,Single,2
Basic,Relationship,14421.0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,0,20,28,16,1,3,0,2,Relationship,1
2n Cycle,Relationship,20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,42,27,34,0,4,0,2,Relationship,1
PhD,Relationship,74214.0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,26,46,1711,0,15,0,2,Relationship,2
Master,Relationship,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,59,29,438,1,14,2,4,Family with Children,0
Basic,Relationship,23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,37,41,75,0,5,1,3,Family with Children,1
Master,Relationship,47353.0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,56,31,225,0,10,1,3,Family with Children,1
Master,Relationship,33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,64,43,18,0,3,2,4,Family with Children,1
Graduation,Relationship,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,35,37,470,0,15,1,3,Family with Children,0
Graduation,Single,28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,35,38,91,0,6,2,3,Family with Children,1
Master,Single,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,25,28,2525,1,17,0,1,Single,2
Graduation,Relationship,48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,1,66,41,504,0,16,1,3,Family with Children,0
Graduation,Relationship,43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,59,41,235,0,10,1,3,Family with Children,1
PhD,Single,54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,55,41,1232,2,18,1,2,Family with Children,0
Basic,Single,15056.0,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,58,37,88,0,7,2,3,Family with Children,1
Graduation,Single,26954.0,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,45,25,17,0,3,1,2,Family with Children,1
Graduation,Single,22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,31,34,24,0,4,1,2,Family with Children,1
Graduation,Relationship,44393.0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,51,34,60,0,5,2,4,Family with Children,1
PhD,Single,62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,64,34,1020,1,25,1,2,Family with Children,0
PhD,Relationship,31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,54,42,155,0,8,1,3,Family with Children,1
2n Cycle,Relationship,45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,42,28,51,0,4,2,4,Family with Children,1
Master,Single,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,46,42,1812,1,15,0,1,Single,2
Master,Single,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,47,43,1461,3,21,1,2,Family with Children,0
Graduation,Single,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,56,26,96,0,5,1,2,Family with Children,1
Graduation,Single,62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,64,28,160,0,8,1,2,Family with Children,1
Master,Relationship,43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,47,38,139,0,7,2,4,Family with Children,1
Master,Single,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,48,38,908,0,21,1,2,Family with Children,0
2n Cycle,Relationship,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,51,33,183,0,7,1,3,Family with Children,1
Master,Relationship,70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,47,39,1161,1,17,1,3,Family with Children,0
PhD,Relationship,78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,44,26,988,0,13,0,2,Relationship,2
2n Cycle,Single,59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,55,45,1072,0,24,1,2,Family with Children,2
Graduation,Relationship,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,39,33,174,0,8,2,4,Family with Children,1
Graduation,Relationship,58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,1,57,41,758,0,19,1,3,Family with Children,0
Master,Relationship,51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,58,30,195,0,9,1,3,Family with Children,1
Graduation,Single,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,0,37,44,31,2,4,1,2,Family with Children,1
Master,Relationship,66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,59,34,1084,0,16,0,2,Relationship,2
Master,Relationship,50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,0,60,40,685,1,19,1,3,Family with Children,0
PhD,Relationship,84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,51,31,1672,1,25,0,2,Relationship,2
Graduation,Relationship,18351.0,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,26,32,43,0,5,0,2,Relationship,1
PhD,Relationship,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,0,59,28,49,1,4,2,4,Family with Children,1
Graduation,Relationship,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,51,37,133,0,7,1,3,Family with Children,1
Graduation,Relationship,42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,59,32,363,1,13,1,3,Family with Children,0
Graduation,Relationship,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,1,61,38,545,0,16,1,3,Family with Children,0
Graduation,Relationship,77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,0,44,32,1065,1,29,1,3,Family with Children,0
Graduation,Relationship,74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,47,39,2047,1,20,0,2,Relationship,2
Graduation,Relationship,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,44,44,296,0,10,2,4,Family with Children,1
Graduation,Single,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,41,36,140,1,7,2,3,Family with Children,1
Graduation,Single,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,51,35,530,0,16,1,2,Family with Children,0
PhD,Relationship,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,53,46,152,0,8,2,4,Family with Children,1
PhD,Relationship,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,25,32,1598,0,23,0,2,Relationship,2
Graduation,Single,34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,53,41,114,0,6,1,2,Family with Children,1
Basic,Single,8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,30,46,101,0,7,1,2,Family with Children,1
Graduation,Relationship,26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,43,33,25,0,3,1,3,Family with Children,1
2n Cycle,Single,77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,59,41,789,1,21,0,1,Single,2
Graduation,Relationship,40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,0,35,35,87,1,5,2,4,Family with Children,1
PhD,Single,33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,58,33,90,0,7,2,3,Family with Children,1
PhD,Relationship,75032.0,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,57,38,1215,0,18,1,3,Family with Children,0
PhD,Single,61284.0,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,61,32,811,1,21,0,1,Single,2
Graduation,Relationship,22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,0,30,44,61,2,5,1,3,Family with Children,1
Master,Relationship,54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,41,34,405,0,13,1,3,Family with Children,0
Master,Relationship,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,61,27,72,0,6,2,4,Family with Children,1
Graduation,Single,44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,45,40,189,0,9,2,3,Family with Children,1
PhD,Relationship,38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,30,36,40,0,4,1,3,Family with Children,1
Graduation,Single,41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,38,28,63,0,7,1,2,Family with Children,1
Graduation,Relationship,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,33,39,52,0,5,1,3,Family with Children,1
PhD,Relationship,37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,40,25,39,0,4,1,3,Family with Children,1
Graduation,Relationship,64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,45,25,805,0,21,1,3,Family with Children,0
Master,Relationship,55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,60,26,130,0,7,1,3,Family with Children,1
Graduation,Relationship,84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,44,32,1631,3,23,0,2,Relationship,2
Graduation,Relationship,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,27,35,34,0,4,1,3,Family with Children,1
Graduation,Single,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,64,31,152,0,8,2,3,Family with Children,1
Basic,Single,25707.0,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,32,29,21,0,4,1,2,Family with Children,1
PhD,Relationship,59062.0,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,49,32,71,0,5,3,5,Family with Children,1
Graduation,Single,76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,0,54,25,899,1,22,1,2,Family with Children,2
Master,Relationship,66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,69,26,711,0,9,0,2,Relationship,2
PhD,Relationship,27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,38,46,351,0,12,1,3,Family with Children,1
Graduation,Single,1730.0,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,45,25,8,0,0,0,1,Single,1
Basic,Single,7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,24,42,119,0,7,1,2,Family with Children,1
Graduation,Relationship,40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,48,38,21,0,3,2,4,Family with Children,1
PhD,Relationship,20427.0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,43,27,10,0,3,1,3,Family with Children,1
Graduation,Relationship,65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,41,25,973,1,24,1,3,Family with Children,0
PhD,Relationship,69969.0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,51,34,1536,3,12,0,2,Relationship,2
Graduation,Relationship,67433.0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,64,35,992,1,24,2,4,Family with Children,0
PhD,Relationship,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,0,49,40,1529,2,32,1,3,Family with Children,0
Graduation,Relationship,74716.0,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,44,33,860,0,15,1,3,Family with Children,0
Graduation,Single,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,53,32,928,0,21,1,2,Family with Children,0
PhD,Relationship,55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,46,47,418,1,14,2,4,Family with Children,0
2n Cycle,Relationship,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,61,46,587,1,14,1,3,Family with Children,0
Graduation,Relationship,74190.0,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,41,25,641,0,17,1,3,Family with Children,0
Graduation,Relationship,39356.0,1,1,21,15,0,2,0,0,6,1,1,0,2,6,0,40,27,23,1,3,2,4,Family with Children,1
Graduation,Relationship,76653.0,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,47,34,2279,2,22,0,2,Relationship,2
PhD,Single,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,0,43,25,49,1,4,2,3,Family with Children,1
PhD,Single,90687.0,0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,33,37,1779,2,16,0,1,Single,2
Master,Relationship,73450.0,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,0,34,30,1804,2,26,0,2,Relationship,2
Graduation,Relationship,31454.0,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,56,35,48,0,5,2,4,Family with Children,1
Graduation,Single,47139.0,1,1,2,46,0,12,0,2,23,2,2,1,2,7,0,64,27,83,1,5,2,3,Family with Children,1
Graduation,Single,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,0,41,32,1862,4,17,0,1,Single,2
PhD,Relationship,53378.0,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,53,45,793,1,19,2,4,Family with Children,0
Graduation,Relationship,19656.0,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,46,40,84,0,6,1,3,Family with Children,1
PhD,Relationship,45579.0,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,68,34,183,0,9,1,3,Family with Children,1
2n Cycle,Single,85485.0,0,0,73,630,26,611,44,18,54,1,6,6,6,2,0,58,24,1383,0,18,0,1,Single,2
Graduation,Relationship,55956.0,0,0,22,760,38,104,50,9,38,2,7,3,4,4,0,72,26,999,1,14,0,2,Relationship,2
Master,Single,64191.0,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,53,41,825,0,21,1,2,Family with Children,0
Graduation,Single,38808.0,1,0,21,125,17,52,3,19,30,4,5,1,4,8,0,44,46,246,2,10,1,2,Family with Children,1
Master,Relationship,57183.0,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,50,39,610,0,17,2,4,Family with Children,0
Master,Single,23748.0,1,0,97,6,6,29,12,15,8,3,2,1,3,8,0,48,43,76,0,6,1,2,Family with Children,1
Graduation,Relationship,66303.0,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,45,40,1286,1,18,1,3,Family with Children,0
Master,Relationship,37368.0,1,0,4,3,2,11,2,2,10,1,1,0,2,6,0,41,30,30,1,3,1,3,Family with Children,1
Graduation,Relationship,40800.0,1,2,77,24,0,27,8,30,10,2,3,0,3,7,1,52,41,99,0,6,3,5,Family with Children,1
Graduation,Single,71847.0,0,0,95,737,21,106,55,63,210,0,6,7,9,3,0,38,45,1192,1,22,0,1,Single,2
Graduation,Relationship,46149.0,0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,41,31,362,0,13,1,3,Family with Children,0
Graduation,Relationship,78687.0,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,33,46,2130,2,18,0,2,Relationship,2
2n Cycle,Single,49118.0,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,45,46,1229,3,26,0,1,Single,2
PhD,Relationship,37633.0,1,1,49,13,4,20,0,0,1,2,1,0,3,9,0,59,45,38,0,4,2,4,Family with Children,1
Master,Relationship,39767.0,0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,65,35,485,0,15,0,2,Relationship,2
Basic,Relationship,26997.0,0,0,89,7,23,78,133,49,144,2,4,2,5,7,0,65,43,434,0,11,0,2,Relationship,2
Graduation,Single,33986.0,1,0,43,16,2,18,2,1,5,1,1,0,3,7,0,46,39,44,0,4,1,2,Family with Children,1
PhD,Relationship,57091.0,0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,44,43,496,2,16,1,3,Family with Children,0
2n Cycle,Relationship,46831.0,1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,47,36,78,0,5,2,4,Family with Children,1
Master,Relationship,83151.0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,0,44,40,2346,4,22,0,2,Relationship,2
Graduation,Relationship,52531.0,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,45,42,794,0,19,0,2,Relationship,2
Graduation,Relationship,15759.0,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,60,33,17,0,3,0,2,Relationship,1
Graduation,Single,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,45,35,26,0,4,1,2,Family with Children,1
2n Cycle,Relationship,43050.0,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,43,27,76,0,6,1,3,Family with Children,1
PhD,Single,42997.0,1,1,91,4,0,5,0,1,5,1,1,0,2,7,0,39,30,15,0,3,2,3,Family with Children,1
PhD,Single,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,53,26,62,0,5,2,3,Family with Children,1
Master,Relationship,60033.0,0,1,28,62,1,57,19,11,48,2,2,1,5,2,0,62,27,198,0,8,1,3,Family with Children,1
PhD,Relationship,34043.0,1,0,97,20,2,14,3,0,10,1,2,0,2,9,0,38,32,49,0,4,1,3,Family with Children,1
Graduation,Relationship,57811.0,0,1,49,545,7,114,37,21,78,5,7,2,11,5,0,50,36,802,1,20,1,3,Family with Children,0
Graduation,Relationship,78569.0,0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,70,28,1736,2,14,0,2,Relationship,2
Graduation,Single,7500.0,1,1,5,6,5,4,13,4,25,4,2,1,3,6,0,38,42,57,0,6,2,3,Family with Children,1
Graduation,Relationship,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,63,39,2302,4,18,0,2,Relationship,2
2n Cycle,Relationship,23148.0,0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,31,28,37,0,5,0,2,Relationship,1
Graduation,Single,44267.0,1,1,48,183,5,65,3,5,49,5,5,2,4,9,0,46,40,310,0,11,2,3,Family with Children,1
Graduation,Relationship,71626.0,0,0,94,546,72,376,94,145,72,1,5,5,8,3,0,37,43,1305,1,18,0,2,Relationship,2
Graduation,Relationship,60894.0,0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,50,36,832,0,21,1,3,Family with Children,0
